15421000|15420000|0|Refined oils
15422000|15420000|0|Refined fats
15423000|15420000|0|Hydrogenated or esterified oils or fats
15424000|15420000|0|Vegetable waxes
15430000|15400000|1|Edible fats
15431000|15430000|1|Margarine and similar preparations
15431100|15431000|0|Margarine
15431110|15431000|0|Liquid margarine
15431200|15431000|0|Reduced or low-fat spreads
15500000|15000000|1|Dairy products
15510000|15500000|1|Milk and cream
15511000|15510000|1|Milk
15511100|15511000|0|Pasteurised milk
15511200|15511000|0|Sterilised milk
15511210|15511000|0|UHT milk
15511300|15511000|0|Skimmed milk
15511400|15511000|0|Semi-skimmed milk
15511500|15511000|0|Full-cream milk
15511600|15511000|0|Condensed milk
15511700|15511000|0|Milk powder
15512000|15510000|1|Cream
15512100|15512000|0|Single cream
15512200|15512000|0|Double cream
15512300|15512000|0|Clotted cream
15512900|15512000|0|Whipping cream
15530000|15500000|0|Butter
15540000|15500000|1|Cheese products
15541000|15540000|0|Table cheese
15542000|15540000|1|Fresh cheese
15542100|15542000|0|Cottage cheese
15542200|15542000|0|Soft cheese
15542300|15542000|0|Feta cheese
15543000|15540000|1|Grated, powdered, blue-veined and other cheese
15543100|15543000|0|Blue cheese
15543200|15543000|0|Cheddar cheese
15543300|15543000|0|Grated cheese
15543400|15543000|0|Parmesan cheese
15544000|15540000|0|Hard cheese
15545000|15540000|0|Cheese spreads
15550000|15500000|1|Assorted dairy products
15551000|15550000|1|Yoghurt and other fermented milk products
15551300|15551000|0|Yoghurt
15551310|15551000|0|Unflavoured yoghurt
15551320|15551000|0|Flavoured yoghurt
15551500|15551000|0|Buttermilk
15552000|15550000|0|Casein
15553000|15550000|0|Lactose or lactose syrup
15554000|15550000|0|Whey
15555000|15550000|1|Ice cream and similar products
15555100|15555000|0|Ice cream
15555200|15555000|0|Sorbet
15600000|15000000|1|Grain mill products, starches and starch products
15610000|15600000|1|Grain mill products
15611000|15610000|0|Husked rice
15612000|15610000|1|Cereal or vegetable flour and related products
15612100|15612000|0|Wheat flour
15612110|15612000|0|Wholemeal flour
15612120|15612000|0|Breadmaking flour
15612130|15612000|0|Plain flour
15612150|15612000|0|Pastry flour
15612190|15612000|0|Self-raising flour
15612200|15612000|0|Cereal flour
15612210|15612000|0|Corn flour
15612220|15612000|0|Rice flour
15612300|15612000|0|Vegetable flour and meal
15612400|15612000|0|Mixes for the preparation of baker's wares
15612410|15612000|0|Cake mixes
15612420|15612000|0|Baking mixes
15612500|15612000|0|Bakery products
15613000|15610000|1|Cereal grain products
15613100|15613000|0|Ground oats
15613300|15613000|0|Cereal products
15613310|15613000|0|Prepared breakfast cereals
15613311|15613000|0|Cornflakes
15613313|15613000|0|Muesli or equivalent
15613319|15613000|0|Puffed wheat
15613380|15613000|0|Rolled oats
15614000|15610000|1|Processed rice
15614100|15614000|0|Long-grain rice
15614200|15614000|0|Milled rice
15614300|15614000|0|Broken rice
15615000|15610000|0|Bran
15620000|15600000|1|Starches and starch products
15621000|15620000|0|Corn oil
15622000|15620000|1|Glucose and glucose products; fructose and fructose products
15622100|15622000|0|Glucose and glucose products
15622110|15622000|0|Glucose
15622120|15622000|0|Glucose syrup
15622300|15622000|0|Fructose and fructose products
15622310|15622000|0|Fructose
15622320|15622000|0|Fructose preparations
15622321|15622000|0|Fructose solutions
15622322|15622000|0|Fructose syrup
15623000|15620000|0|Starches
15624000|15620000|0|Tapioca
15625000|15620000|0|Semolina
15626000|15620000|0|Custard powder
15700000|15000000|1|Animal feedstuffs
